#Gene	TotalClinvarVariants	PLpMissense	BenignMissense	PLpNullVariants	PLpNonNullVariants
ITGB3:3690	331	50	108	70	61
ARHGEF17:9828|ARHGEF17-AS1:100287837	7	0	7	0	0
PSMD7:5713	4	0	3	0	0
TSPAN6:7105	3	0	2	0	0
GSDMC:56169	14	0	11	0	0
GREM1:26585|GREM1-AS1:100131315	6	0	0	0	0
PROM2:150696	26	0	24	0	0
VWA2:340706	6	0	1	0	0
MPDU1:9526|MPDU1-AS1:100996842	19	0	6	3	0
IPPK:64768	8	0	8	0	0
NHERF2:9351	4	0	2	0	0
PYY:5697	15	0	8	0	0
LEUTX:342900	3	0	3	0	0
SH3D19:152503	22	0	22	0	0
SIRPA:140885	24	0	18	0	0
PRMT1:3276	10	0	7	0	0
TRMT13:54482|LRRC39:127495	3	0	3	0	0
MYH7:4625|MIR208B:100126336	1	0	0	0	0
AKR7A3:22977	20	0	16	0	0
GTPBP1:9567	9	0	9	0	0
RXFP4:339403	14	0	14	0	0
PIM2:11040	4	0	4	0	0
PARP9:83666	26	0	25	0	0
VPS52:6293	25	0	21	0	0
ELAVL3:1995	5	0	2	0	0
PTBP1:5725	32	0	13	0	0
MNX1:3110|MNX1-AS1:645249	1	0	0	0	0
DOK7:285489	835	9	369	46	12
LYSMD2:256586	3	0	3	0	0
SLC22A6:9356	11	0	9	0	0
LBX1:10660	8	0	5	0	0
KRTAP2-2:728279	3	0	3	0	0
C1S:716	323	1	157	6	1
CHID1:66005	6	0	6	0	0
PPP1R15A:23645	9	0	8	0	0
KCNC3:3748|LOC111811967:111811967	1	0	0	0	0
HR:55806|HRURF:120766137	22	2	0	4	2
CDC40:51362	6	0	5	0	0
CPD:1362	38	0	35	0	0
ANKUB1:389161	12	0	12	0	0
ARHGEF17:9828|LOC121392928:121392928	2	0	1	0	0
COL6A2:1292	1714	41	646	110	77
TIE1:7075	36	2	29	0	2
BICRA:29998	68	1	32	15	2
UBL4B:164153	3	0	3	0	0
CSF1R:1436|LOC111188156:111188156	17	0	1	0	0
LIM2:3982|LIM2-AS1:105372446	17	0	9	0	0
ILK:3611|TAF10:6881	293	0	146	0	0
PRR29:92340	9	0	9	0	0
PRKCSH:5589|ODAD3:115948	9	0	0	0	0
SLC11A1:6556	39	0	30	0	0
SEMA4B:10509	29	0	27	0	0
ZNF154:7710	14	0	14	0	0
GPR35:2859	17	0	9	0	0
FASLG:356	159	0	66	2	0
MBD3:53615	3	0	0	0	0
CLEC17A:388512	11	0	11	0	0
AFAP1L2:84632|VWA2:340706	17	1	9	0	1
TTC32:130502	9	0	9	0	0
PAK3:5063	139	8	47	5	10
FABP7:2173	6	0	2	0	0
ALOX5:240|LOC102724323:102724323	3	0	3	0	0
HGD:3081	287	27	62	61	36
ALG14:199857|ALG14-AS1:101928098	29	1	18	0	1
MROH7:374977|MROH7-TTC4:100527960	39	0	38	0	0
MPV17:4358	234	15	74	33	17
NAA15:80155|NDUFC1:4717	7	1	1	1	1
BTBD9:114781	21	0	19	0	0
MTDH:92140	19	0	17	0	0
KICS2:144577	3	0	2	0	0
IQCH:64799	18	0	15	0	0
DOCK6:57572|LOC105372273:105372273	242	0	93	10	2
SOX12:6666	18	0	16	0	0
KRT17:3872	88	12	36	1	13
ALDH4A1:8659|MIR4695:100616120	1	0	0	0	0
GABRA4:2557	15	0	8	0	0
FHIP2A:57700	1	0	0	1	0
THEMIS:387357	21	0	19	0	0
NOP58:51602	6	0	5	0	0
TDRD1:56165	33	0	33	0	0
SYT9:143425	10	0	8	0	0
SIGLEC9:27180	17	0	15	0	0
KIF20B:9585	46	0	42	0	0
ZNF676:163223	26	0	26	0	0
IGFL2:147920	2	0	2	0	0
NACAD:23148	54	0	54	0	0
MT1G:4495	4	0	4	0	0
NSUN4:387338	8	0	8	0	0
TMPRSS4:56649	12	0	11	0	0
MRPL34:64981	10	0	10	0	0
PACRG:135138|PACRG-AS1:285796	3	0	1	0	0
DPH6:89978	9	0	8	0	0
GCDH:2639|KLF1:10661	1	0	0	0	1
ZNF611:81856	29	0	29	0	0
VHL:7428	690	51	298	58	61
DNAAF1:123872	494	2	228	29	3
HPSE2:60495	124	1	40	11	2
CD164:8763	74	0	21	1	0
DES:1674	895	28	427	47	39
CSMD3:114788	98	0	76	0	0
KCNJ8:3764	152	1	70	0	1
EP400:57634	173	0	103	0	0
CFHR5:81494	162	0	70	1	1
FARP1:10160	25	0	21	0	0
TACSTD2:4070	68	2	20	8	2
PRKD1:5587	94	3	55	1	4
PSME4:23198	28	0	27	0	0
EPHX1:2052|TMEM63A:9725	18	0	5	0	0
PACRGL:133015	4	0	4	0	0
TRPC7:57113|TRPC7-AS1:100874024	1	0	1	0	0
PGS1:9489	12	0	11	0	0
ARL8A:127829	3	0	2	0	0
NR0B1:190|LOC108410393:108410393	1	0	0	0	1
PUS7:54517	46	1	22	11	2
WT1:7490|WT1-AS:51352|LOC107982234:107982234	2	0	0	0	0
CFB:629|NELFE:7936	2	0	0	0	0
YAE1:57002	1	0	1	0	0
DGCR6L:85359	6	0	6	0	0
PDXDC1:23042|RRN3:54700	15	0	12	0	0
ZNRD2:10534	2	0	1	0	0
ECSCR:641700	1	0	1	0	0
ZC3H6:376940	25	0	22	0	0
GPIHBP1:338328	110	8	41	5	8
LCE2B:26239	5	0	5	0	0
GIGYF2:26058	85	0	42	0	0
ANAPC4:29945	10	0	10	0	0
CDK4:1019|TSPAN31:6302	322	0	146	0	0
KBTBD6:89890	11	0	11	0	0
ZBTB1:22890|HSPA2-AS1:102723809	11	0	11	0	0
KDM5B:10765	153	1	69	27	3
ENDOV:284131	13	0	13	0	0
HRH3:11255	10	0	7	0	0
NGRN:51335	10	0	9	0	0
CYTL1:54360	6	0	6	0	0
C12orf60:144608	2	0	2	0	0
DHRS4:10901|DHRS4-AS1:55449	5	0	4	0	0
YBX2:51087	7	0	7	0	0
RASGRP4:115727	16	0	15	0	0
CIAO1:9391	8	0	8	0	0
REN:5972|LOC107548112:107548112	18	3	7	2	3
DHRS7:51635	10	0	9	0	0
UCHL3:7347	3	0	2	0	0
SPATA22:84690	9	0	8	0	0
FBXL2:25827	4	0	4	0	0
INA:9118	11	1	9	0	1
PTPRM:5797	23	0	18	0	0
CRNKL1:51340	14	1	12	0	1
ANKRD12:23253	51	0	49	0	0
AIMP1:9255|TBCK:93627	3	0	0	0	0
TNNI3:7137	567	36	265	3	42
UBFD1:56061	11	0	11	0	0
HOXC11:3227|HOTAIR:100124700	5	0	5	0	0
TCHH:7062	85	0	76	1	0
LST1:7940	2	0	2	0	0
TLR6:10333	32	0	28	0	0
NPHP4:261734	1450	2	701	67	8
KIF14:9928	230	2	116	10	4
SHISA4:149345	2	0	2	0	0
DLG5:9231	87	0	63	1	0
ST20:400410|ST20-MTHFS:100528021	1	0	0	0	0
NELL1:4745	35	0	28	0	0
NDUFV1:4723	268	14	111	14	16
CDK5R1:8851	8	0	5	0	0
HOXB9:3219	11	0	10	0	0
ENTREP1:9413	46	0	7	0	0
OLFM2:93145	20	0	9	0	0
MEF2C:4208|MEF2C-AS1:101929423	5	0	0	0	0
TAGLN2:8407	3	0	3	0	0
PDGFC:56034	5	0	4	0	0
MRPS12:6183	4	0	4	0	0
PSAP:5660	706	6	209	34	17
VSTM5:387804	4	0	4	0	0
DEFB123:245936	4	0	4	0	0
SLC39A6:25800	15	0	15	0	0
KREMEN1:83999	42	1	25	1	1
PGM1:5236	371	7	122	22	8
ST8SIA5:29906	12	0	9	0	0
LOC123575679:123575679	1	0	0	0	0
ARHGEF38:54848	18	0	18	0	0
CPEB3:22849	14	0	12	0	0
BBOF1:80127	11	0	11	0	0
ACAT2:39	12	0	7	0	0
EXOSC7:23016	7	0	7	0	0
TASOR:23272|CCDC66:285331	2	0	1	0	0
ZDHHC4:55146	9	0	9	0	0
SELENOP:6414	2	0	0	0	0
PMS2:5395|AIMP2:7965	3	0	0	0	0
RBM27:54439	18	0	18	0	0
DCPS:28960	28	2	16	3	2
CLASRP:11129	27	0	24	0	0
ZDHHC13:54503	11	0	11	0	0
PNLIPRP1:5407	10	0	10	0	0
FGF3:2248|LOC109115964:109115964	25	3	9	1	3
FARP2:9855|STK25:10494	7	0	6	0	0
GZMA:3001	8	0	7	0	0
SORCS1:114815	39	0	29	1	0
NDP:4693|NDP-AS1:100873919	126	26	39	19	26
PCYOX1:51449	12	0	12	0	0
ACTA1:58|LOC122152321:122152321	4	0	0	0	0
CABS1:85438	9	0	9	0	0
PRKAR2B:5577|LOC123956207:123956207	2	0	1	0	0
PAX2:5076	362	16	111	42	26
WDR82:80335	2	0	2	0	0
NRAP:4892	153	0	56	3	0
SERINC5:256987	13	0	9	0	0
PPFIBP2:8495|CYB5R2:51700	8	0	8	0	0
FKBP10:60681	358	5	124	30	9
FAM104A:84923	9	0	8	0	0
ZGLP1:100125288	4	0	4	0	0
DGKK:139189	34	0	26	0	0
ARHGEF2:9181	33	0	17	1	0
TRABD2A:129293	10	0	10	0	0
GPR62:118442	6	0	6	0	0
ARHGAP11B:89839	5	0	5	0	0
SH2B3:10019	53	2	30	3	2
KRT33A:3883	26	0	26	0	0
SYCP3:50511	24	0	6	1	2
OR1B1:347169	10	0	9	0	0
BIRC5:332	4	0	4	0	0
PCSK6:5046	8	0	3	0	0
SWSAP1:126074	6	0	6	0	0
GLRA1:2741	405	31	162	24	34
LOC102724428:102724428	1	0	0	0	1
AREL1:9870|MLH3:27030	2	0	1	0	0
DEPDC7:91614	9	0	7	0	0
HDGFL1:154150	8	0	8	0	0
FCHSD1:89848	23	0	23	0	0
PAAF1:80227	6	0	6	0	0
TCAIM:285343	7	0	6	0	0
MPIG6B:80739	15	0	8	7	0
OR2A2:442361	9	0	9	0	0
DPF2:5977	94	10	38	2	10
NDUFAF1:51103	133	2	76	2	2
TAF9:6880|AK6:102157402	1	0	1	0	0
IMPDH1:3614|LOC107986845:107986845	4	0	0	0	0
DHX38:9785	711	2	321	0	2
ANKMY2:57037	12	0	12	0	0
DPEP1:1800	8	0	8	0	0
ARMCX3:51566	6	0	6	0	0
SHF:90525	11	0	10	0	0
LRRTM4:80059	13	0	12	0	0
KCNK9:51305	37	3	19	0	3
GSTA4:2941	5	0	4	0	0
ZNF90:7643	20	0	19	0	0
LPA:4018	63	0	54	1	0
PGAP2:27315	73	10	36	3	7
IFT20:90410	5	0	5	0	0
CT47B1:643311	18	0	18	0	0
MDH1B:130752	9	0	9	0	0
TFCP2:7024	5	0	3	0	0
ZNF808:388558	29	0	26	0	0
WNT2B:7482	62	0	34	2	0
MFAP3L:9848	8	0	8	0	0
TMEM72-AS1:220980|TMEM72:643236	4	0	4	0	0
RTBDN:83546|LOC117125585:117125585	1	0	1	0	0
POLR1C:9533|TMEM63B:55362	14	0	12	0	0
TMEM128:85013	2	0	2	0	0
RFC2:5982	29	0	10	0	0
IMMT:10989	24	0	14	0	0
SPINK5:11005	909	0	325	68	8
SNRNP48:154007	5	0	4	0	0
TSPAN14:81619	6	0	5	0	0
NDUFA12:55967	78	0	21	9	1
RPS10:6204|RPS10-NUDT3:100529239	119	0	22	6	2
OR11G2:390439	10	0	9	0	0
KDM6B:23135	218	3	126	21	4
RBFA:79863	15	0	15	0	0
MT-TE:4556	23	0	0	0	6
ARL13B:200894	288	5	132	13	6
DYNC1I1:1780	57	0	18	0	0
HOMER1:9456	8	0	3	0	0
PAPPA:5069	30	0	29	0	0
ANGPTL5:253935	9	0	8	0	0
CCND2:894	57	6	22	4	6
POLG:5428	2091	78	1023	103	79
GFPT2:9945|LOC112997584:112997584	4	0	4	0	0
MREG:55686	4	0	4	0	0
UBA5:79876|NPHP3-ACAD11:100532724	185	8	73	17	10
DCHS1:8642	1113	1	678	14	1
ZG16B:124220	8	0	5	0	0
FAM91A1:157769	15	0	13	0	0
KAZALD1:81621	18	0	14	0	0
ATXN7:6314|LOC108660406:108660406	7	0	3	1	0
MED20:9477	4	0	3	0	0
TBC1D25:4943	9	0	8	0	1
G3BP1:10146	3	0	3	0	0
PISD:23761	122	0	67	0	1
MSANTD1:345222	4	0	4	0	0
PARPBP:55010	9	0	8	0	0
DAPP1:27071	5	0	5	0	0
PTCD2:79810	10	0	10	0	0
GUCA1A:2978|GUCA1ANB-GUCA1A:118142757	196	15	87	1	15
GOLGA1:2800	18	0	13	0	0
WBP1:23559|INO80B-WBP1:100532735	10	0	10	0	0
HTR3C:170572	14	0	10	0	0
CLIC4:25932	4	1	3	0	1
UBC:7316	12	0	4	0	0
ZNF766:90321	12	0	12	0	0
LEMD1:93273	6	0	6	0	0
ADGRE1:2015	32	0	28	0	0
PATE4:399968	2	0	2	0	0
SAG:6295	382	2	156	20	4
PRKAB1:5564	5	0	4	0	0
TMEM184A:202915|LOC121144498:121144498	1	0	1	0	0
PPM1E:22843	5	0	5	0	0
KCTD15:79047	10	0	10	0	0
EEF1A2:1917	451	23	114	0	24
SFTPB:6439	167	4	56	6	6
GTF2I:2969|GTF2I-AS1:101926943	2	0	1	0	0
TMEM239:100288797	11	0	11	0	0
SMDT1:91689	3	0	3	0	0
SCRN2:90507	22	0	22	0	0
ABCD4:5826|VRTN:55237	6	0	0	0	0
BCL2L1:598	5	0	2	0	0
HPS4:89781	497	0	206	22	1
SPATA25:128497|NEURL2:140825	2	0	1	0	0
PLOD1:5351	806	2	316	40	4
SH3BGRL2:83699	1	0	1	0	0
PSMA7:5688	4	0	2	0	0
CHIT1:1118	157	0	70	0	0
MMADHC:27249	243	2	52	33	4
A-GAMMA3'E:109951028	1	0	0	0	0
ELOVL1:64834	29	1	13	0	1
SNX5:27131	8	0	8	0	0
IL21R:50615|IL21R-AS1:283888	128	0	82	1	0
FRMPD3:84443	4	0	3	0	0
PRKCB:5579	19	1	10	0	1
VSTM4:196740	10	0	10	0	0
MYH4:4622|MYHAS:100128560	71	0	68	0	0
LMO7:4008	47	0	41	0	0
RFX2:5990|RANBP3-DT:100128568	13	0	12	0	0
CPNE4:131034	10	0	10	0	0
CLDN18:51208	7	0	7	0	0
ITGA2:3673|MOCS2:4338	34	0	0	0	0
NAA10:8260	132	21	41	3	25
SLC4A10:57282	43	0	26	3	0
NFRKB:4798	35	0	35	0	0
ZP1:22917	33	1	20	5	2
GPR152:390212	10	0	10	0	0
OR52E4:390081	13	0	13	0	0
PEX11A:8800|WDR93:56964	2	0	2	0	0
CACNA2D2:9254|CYB561D2:11068	357	3	135	11	4
VPS13C:54832	776	0	318	20	1
ALG1:56052|EEF2KMT:196483	55	1	24	0	1
PIDD1:55367	55	2	37	6	2
GPR142:350383	24	0	20	0	0
NMNAT2:23057	8	1	6	1	1
SCAMP4:113178	10	0	10	0	0
AGAP1:116987	150	0	68	0	0
TCN1:6947	100	0	55	2	0
SLC25A29:123096	10	0	10	0	0
UHMK1:127933	8	1	7	0	1
THRA:7067	40	9	11	3	9
PRODH:5625	313	2	141	10	1
AAK1:22848	22	0	20	0	0
OPCML:4978	3	1	1	0	1
DUOX2:50506	1132	7	506	67	11
FEN1:2237	5	0	5	0	0
PKD1L3:342372	59	0	52	0	0
PRL:5617	6	0	2	0	0
XYLT1:64131	370	1	169	10	3
EIF3CL:728689	3	0	3	0	0
DPH1:1801	57	3	30	5	3
DISP3:57540	17	0	14	0	0
CFAP52:146845	74	1	41	0	1
C21orf58:54058|YBEY:54059	3	0	2	0	0
AK2:204	173	4	75	16	8
B4GALT1:2683	80	0	27	2	0
GTF2H4:2968|VARS2:57176	2	0	0	0	0
PKP3:11187	44	0	40	0	0
TSPAN12:23554	218	5	83	23	7
DNAI3:126820	17	0	2	0	0
SPTLC1:10558	341	8	134	1	9
CSF2:1437	8	0	4	0	0
PRRX1:5396	13	3	5	2	3
POLE:5426|PXMP2:5827	1	0	1	0	0
GPR45:11250	115	0	54	0	0
WDR55:54853|DND1:373863	2	0	2	0	0
TSGA10IP:254187	12	0	12	0	0
YJU2:55702	1	0	0	0	0
NCAPD2:9918	87	0	55	5	0
FARSB:10056	123	6	59	3	7
UGT2A1:10941|UGT2A2:574537	13	0	9	0	0
ANKRA2:57763	2	0	2	0	0
OLFML1:283298	3	0	3	0	0
C18orf32:497661|RPL17-C18orf32:100526842	3	0	1	0	0
NBEAL2:23218	410	12	210	38	13
DIS3L2:129563	1903	1	936	60	2
TIPARP:25976	10	0	8	0	0
KRTAP13-4:284827	6	0	6	0	0
TRMT2B:79979|ARL13A:392509	1	0	1	0	0
TRIM10:10107	19	0	19	0	0
JKAMP:51528|CCDC175:729665	1	0	1	0	0
ZDHHC12:84885	11	0	11	0	0
ROBO4:54538	74	8	51	6	8
POLE3:54107	5	0	5	0	0
NDST2:8509	25	0	25	0	0
NOB1:28987	13	0	10	0	0
CPEB4:80315|LOC123575623:123575623	1	0	1	0	0
GCDH:2639|LOC117125594:117125594	33	0	4	3	0
COLEC10:10584	11	1	4	1	1
PTBP3:9991	12	0	12	0	0
LUC7L3:51747	11	0	10	0	0
FBXW11:23291	30	7	15	0	7
TCEAL5:340543	4	0	4	0	0
LYPLAL1:127018	9	0	8	0	0
INPP5K:51763	73	8	31	5	7
PAX8:7849	100	0	24	0	0
TMEM203:94107	1	0	1	0	0
DPYSL4:10570	15	0	15	0	0
BEST4:266675	9	0	8	0	0
GADD45A:1647	2	0	1	0	0
LSMEM1:286006	3	0	3	0	0
TMEM220:388335	3	0	3	0	0
TMEM150B:284417	9	0	8	0	0
TSPEAR:54084|KRTAP12-1:353332	2	0	2	0	0
CMBL:134147	14	0	10	0	0
ZNF526:116115	45	1	29	2	1
PRR9:574414	4	0	3	0	0
KRTAP6-3:337968	4	0	4	0	0
RIMBP3C:150221	3	0	2	0	0
CFTR:1080	2920	109	1057	532	183
MAMDC2:256691|SMC5-DT:100507299	5	0	5	0	0
NFXL1:152518|LOC101927179:101927179	8	0	8	0	0
ASB14:142686|LOC105377102:105377102	7	0	7	0	0
OR9G4:283189	18	0	17	0	0
BMP2:650	126	2	59	17	2
AGER:177	23	0	20	0	0
ECPAS:23392	1	0	0	0	0
IFI27:3429	4	0	3	0	0
CEP95:90799	13	0	13	0	0
APOBEC3H:164668	9	0	8	0	0
LRRC41:10489	17	0	16	0	0
RBM48:84060	36	1	19	0	1
CCDC166:100130274	13	0	13	0	0
CKS1B:1163|SHC1:6464	2	0	0	2	0
ITIH3:3699	30	0	25	0	0
ACBD6:84320	9	0	5	1	0
THOC3:84321	4	0	4	0	0
OR51E2:81285	10	0	10	0	0
TIMM13:26517|LOC106804547:106804547	2	0	2	0	0
HPN:3249|HPN-AS1:100128675	7	0	5	0	0
ZNF324B:388569	12	0	12	0	0
MGP:4256	104	0	32	4	0
ACAA1:30|DLEC1:9940	1	0	1	0	0
FERMT1:55612	481	1	143	28	5
RFC5:5985|WSB2:55884	2	0	0	0	0
ZW10:9183	17	0	17	0	0
AXDND1:126859	25	0	22	0	0
CD46:4179	270	2	101	26	5
NAGK:55577	16	0	16	0	0
CASP4:837	12	0	11	0	0
RAD51B:5890	102	0	28	0	1
JAG1:182|MIR6870:102465525	1	0	0	0	0
TRPM2:7226	119	0	69	0	0
VILL:50853|LOC112935929:112935929	1	0	1	0	0
PTP4A3:11156	6	0	5	0	0
ENY2:56943	1	0	1	0	0
CCDC34:91057	11	0	9	2	0
TMEM121:80757	7	0	6	0	0
R3HDM4:91300	11	0	11	0	0
RGS14:10636	12	0	11	0	0
PPP2R1B:5519	18	1	17	0	1
OR5T2:219464	14	0	13	0	0
MRPS25:64432	7	1	6	0	1
PNPO:55163	304	8	115	15	9
ARL4A:10124	1	0	1	0	0
SAP25:100316904	9	0	6	0	0
RTL5:340526|NHSL2:340527	2	0	2	0	0
ZDHHC18:84243	14	0	13	0	0
PIK3R5:23533	53	0	31	0	0
FAM161A:84140	658	0	239	87	4
OVOL1:5017	3	0	3	0	0
NDRG4:65009	65	0	13	0	0
SLC16A6:9120|ARSG:22901	14	0	12	0	0
RNF220:55182	11	2	8	0	2
ZFYVE28:57732|LOC123466218:123466218	1	0	1	0	0
MRTFB:57496	10	2	2	0	2
CLEC4C:170482	4	0	4	0	0
SLC5A6:8884|ATRAID:51374	4	0	1	0	0
ORC2:4999	9	0	7	0	0
EIF3B:8662	56	0	25	0	0
RHOD:29984	6	0	5	0	0
FBXO31:79791	40	1	16	1	1
ASPDH:554235	9	0	9	0	0
NR2C2AP:126382	3	0	3	0	0
IBTK:25998	28	0	27	0	0
ASNSD1:54529	11	0	11	0	0
ABHD2:11057	10	0	6	0	0
PEG3:5178|ZIM2:23619|PEG3-AS1:100169890	3	0	2	0	0
ZNF783:100289678	30	0	30	0	0
TNNT1:7138	311	0	88	20	1
GLT1D1:144423	9	0	8	0	0
KLHL18:23276	6	0	6	0	0
PSME1:5720	6	0	6	0	0
LCLAT1:253558	5	0	5	0	0
NUB1:51667|WDR86:349136	3	0	3	0	0
ZNF662:389114	14	0	14	0	0
USF3:205717	62	0	52	5	0
ELOVL4:6785	270	3	89	15	4
BMP1:649	428	3	164	5	6
ARL14EP:120534	7	1	3	0	1
PRSS23:11098	16	0	16	0	0
MPHOSPH6:10200	9	0	8	0	0
ZIC4:84107	57	0	34	0	0
EFNB1:1947	103	10	37	29	15
G3BP2:9908	2	0	2	0	0
WASHC4:23325	80	4	33	4	5
ASB4:51666	13	0	13	0	0
TRPC3:7222	82	1	36	1	1
LCN9:392399	4	0	4	0	0
STS:412	77	7	32	5	7
MCCC2:64087	604	32	160	56	39
STK11:6794	2220	34	825	206	63
SLC3A2:6520	30	0	20	0	0
RAD51D:5892|FNDC8:54752|RAD51L3-RFFL:100529207	1	0	0	0	0
SH3GLB1:51100	8	0	7	0	0
AMY2A:279	13	0	11	0	0
LBX2:85474|LBX2-AS1:151534	1	0	1	0	0
PDCD6IP:10015	17	0	13	1	0
MBLAC1:255374	5	0	5	0	0
SUN5:140732	18	4	10	2	5
HEMK1:51409	5	0	4	0	0
RSRP1:57035	2	0	2	0	0
OLIG2:10215	6	0	6	0	0
MED23:9439	147	9	59	10	12
GATB:5188	47	1	22	1	1
ORM1:5004	4	0	3	0	0
OR6S1:341799	6	0	6	0	0
MAN2C1:4123|NEIL1:79661	6	1	3	1	1
ETFDH:2110	712	66	210	87	72
ZIC3:7547	116	7	37	19	8
NDUFAF4:29078	108	1	20	0	1
MRPL23:6150	10	0	9	0	0
AEBP1:165|MIR4649:100616346	1	0	1	0	0
SLC39A12:221074	16	0	14	0	0
ZNF585A:199704	14	0	14	0	0
OR2G6:391211	8	0	8	0	0
PNOC:5368	7	0	6	0	0
PSENEN:55851	28	1	8	6	1
SLC25A28:81894	9	0	9	0	0
RANBP2:5903|EDAR:10913	271	25	74	31	28
RIMBP3:85376	33	0	33	0	0
AFMID:125061	13	0	12	0	0
EDF1:8721	3	0	3	0	0
HERC4:26091	20	0	18	0	0
PUF60:22827	127	12	26	55	12
TCEAL3:85012	4	0	4	0	0
TEAD3:7005|TULP1:7287	1	0	1	0	0
SLC7A14:57709|SLC7A14-AS1:101928583	381	1	214	0	1
HDHD2:84064	8	0	8	0	0
CCDC159:126075	9	0	9	0	0
CATSPERB:79820	19	0	16	0	0
WDR45B:56270	18	0	6	1	0
GIPC1:10755	10	0	9	0	0
CYGB:114757|PRCD:768206	120	0	30	8	1
PIEZO1:9780	695	10	308	23	12
C2orf81:388963	3	0	3	0	0
HSD11B1L:374875	10	0	10	0	0
RARG:5916	3	0	3	0	0
SEL1L:6400	20	0	16	0	0
NCR1:9437	8	0	7	0	0
LIN52:91750	3	0	3	0	0
IFT172:26160	1146	3	517	57	10
MALT1:10892|MALT1-AS1:101927322	39	0	22	0	0
DDIT3:1649	6	0	6	0	0
EDRF1:26098|EDRF1-AS1:101927983	2	0	2	0	0
PIK3C2A:5286	284	0	144	7	0
BRCA2:675|LOC106721785:106721785	67	0	0	0	0
C4orf47:441054	5	0	4	0	0
CEBPE:1053	161	2	87	8	3
NALCN:259232|NALCN-AS1:100885778	50	0	29	0	0
ZBTB39:9880	20	0	20	0	0
MANBAL:63905	2	0	2	0	0
UBE4B:10277	26	0	18	0	0
BAZ2B:29994	77	2	59	2	2
RBM3:5935	2	0	2	0	0
MAGEC3:139081	19	0	17	0	0
MTA2:9219	13	0	13	0	0
GAGE2C:2574|GAGE2B:645037|GAGE13:645051	1	0	1	0	0
NUDCD2:134492	1	0	1	0	0
ASB5:140458	7	0	7	0	0
FOXF1:2294|FENDRR:400550	1	0	0	1	0
CYP51A1:1595	47	0	16	0	0
IGSF8:93185	24	0	23	0	0
ADRA1A:148	12	0	8	0	0
NIPAL4:348938|NIPAL4-DT:102724404	7	0	0	0	0
PTPN4:5775	33	1	23	4	1
HMHB1:57824	1	0	1	0	0
DLL3:10683|PLEKHG2:64857	2	0	1	1	0
ADRM1:11047	11	0	8	0	0
PCNP:57092	6	0	5	0	0
MT-TS2:4575	27	0	0	0	2
PAX3:5077|CCDC140:151278|LOC107980445:107980445	8	0	0	0	0
GCA:25801|IFIH1:64135	1	0	0	0	0
DUSP1:1843	5	0	3	0	0
SCGB2A1:4246	4	0	4	0	0
RFTN1:23180	9	0	9	0	0
EML6:400954	56	0	50	0	0
ARIH1:25820	121	0	29	0	0
MB:4151	3	1	2	0	1
GABBR1:2550	39	4	22	0	4
EMCN:51705	8	0	7	0	0
SAMD5:389432	10	0	10	0	0
INS:3630	11	0	0	0	2
GYS2:2998	247	5	75	15	8
TTC7A:57217|MCFD2:90411	55	0	34	2	0
GMPPA:29926|ASIC4-AS1:105373885	111	4	35	6	3
CETP:1071	191	0	68	7	0
ZNF649:65251|ZNF649-AS1:101928571	7	0	7	0	0
KCNN4:3783	48	2	17	0	2
SPATA31A5:727905	1	0	1	0	0
AJAP1:55966	14	0	13	0	0
PLXND1:23129	157	0	84	0	0
GPATCH11:253635	6	0	6	0	0
SKI:6497	850	18	366	5	18
MARCKSL1:65108	6	0	3	0	0
CROCC:9696	114	0	111	0	0
ACYP2:98|TSPYL6:388951	23	0	14	0	0
FBXL13:222235	17	0	16	0	0
NSUN7:79730	18	0	18	0	0
ITIH5:80760	42	0	39	0	0
MRPS36:92259	3	0	1	0	0
RPF1:80135	13	0	12	0	0
GTPBP8:29083	5	0	5	0	0
HTR6:3362	23	0	16	0	0
HOXC13:3229|HOXC13-AS:100874366	15	0	11	2	0
FAM234A:83986	25	0	20	0	0
CES3:23491	15	0	15	0	0
ADAP2:55803	9	0	9	0	0
SEPTIN9:10801|LOC111429614:111429614	2	0	1	0	0
SLC25A3:5250|SNORA53:677832	3	0	0	0	0
ITGB6:3694	90	4	28	2	5
COG1:9382	336	0	169	2	2
KCNC4:3749	16	0	15	0	0
CA2:760	126	4	40	6	4
FOXN3:1112	11	0	11	0	0
NDE1:54820	166	0	52	7	1
CD1D:912	10	0	10	0	0
ELP4:26610|LOC105980003:105980003	1	0	0	0	0
MMP14:4323	196	1	93	0	1
OR5H6:79295	17	0	17	0	0
SCN11A:11280	1168	7	609	1	7
NAGA:4668|WBP2NL:164684	2	0	0	0	0
TRAPPC6A:79090	13	0	13	0	0
HAS1:3036	23	0	23	0	0
MAGEC2:51438	9	0	8	0	0
OLFM1:10439	6	0	3	0	0
CTC1:80169	1162	5	515	70	7
PRKG1:5592|CSTF2T:23283	12	0	11	0	0
CXCL2:2920	1	0	1	0	0
CHEK1:1111|ACRV1:56	3	0	3	0	0
LOC111365204:111365204	3	0	0	0	3
GRM5:2915	39	0	13	0	0
DDX19A:55308	8	0	8	0	0
P2RY11:5032|PPAN-P2RY11:692312	14	0	5	0	0
MARK4:57787	19	0	15	0	0
CDCP2:200008	17	0	17	0	0
NDUFB5:4711	5	0	4	0	0
OR2J2:26707	7	0	7	0	0
POLR3GL:84265|LIX1L:128077	8	0	8	0	0
ACYP1:97|NPC2:10577	2	0	2	0	0
